task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
181	98/bf0a39	10520820	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (LIVER_RNA_SMA_2_S2_L001)	COMPLETED	0	2023-08-27 08:11:12.763	32m 35s	23m 58s	99.1%	5.3 MB	211.4 MB	15.6 GB	297.1 KB
188	82/0d822f	10520797	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 08:10:53.002	33m	30m 30s	99.1%	5.4 MB	211.4 MB	18.5 GB	300 KB
178	14/9ecdcd	10520819	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (P7_LIVER_RNA_SMA_3_S3_L001)	COMPLETED	0	2023-08-27 08:11:11.595	32m 41s	24m 2s	99.1%	5.3 MB	211.4 MB	16 GB	295.8 KB
185	c6/eb822c	10520800	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (LIVER_RNA_HET_2_S5_L001)	COMPLETED	0	2023-08-27 08:10:54.633	33m 3s	26m 59s	99.1%	5.2 MB	211.4 MB	17.7 GB	298 KB
67	03/eb00c3	10518591	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (LIVER_RNA_SMA_2_S2_L001)	COMPLETED	0	2023-08-27 05:04:59.143	3h 39m 15s	3h 38m 44s	82.7%	1.2 MB	11 MB	200 GB	183.8 GB
144	2e/ca5738	10520643	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 07:47:39.919	58m 14s	58m 9s	106.8%	17.6 GB	21.6 GB	39.4 GB	4.9 GB
155	5d/621af3	10520713	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 07:51:54.256	54m	53m 42s	100.1%	35.5 GB	35.9 GB	18.5 GB	325.4 KB
196	17/74468a	10521101	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 08:45:54.769	28.2s	25s	99.1%	4.4 MB	18.5 MB	1.2 GB	1.2 GB
195	2e/ac2fcc	10521100	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 08:45:54.662	33.3s	26s	97.0%	4.4 MB	18.5 MB	1.2 GB	1.2 GB
197	8b/9e11c8	10521136	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 08:46:23.170	1m 40s	1m 33s	96.7%	114.4 MB	144.4 MB	3.6 GB	258.2 MB
198	aa/175656	10521138	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 08:46:28.194	1m 45s	1m 35s	96.7%	121 MB	151.1 MB	3.7 GB	264.8 MB
186	c0/71d4e8	10520816	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (P7_LIVER_RNA_HET_3_S6_L001)	COMPLETED	0	2023-08-27 08:11:08.168	40m 1s	31m 18s	99.2%	5.3 MB	211.4 MB	18.9 GB	297.4 KB
171	81/92d2ec	10520813	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (LIVER_RNA_HET_1_S4_L001)	FAILED	137	2023-08-27 08:11:05.215	50m 14s	47m 58s	-	-	-	-	-
161	ab/61a762	10520766	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 08:03:53.004	1h 6s	57m 31s	106.6%	16.9 GB	20.9 GB	42.3 GB	4.7 GB
200	4b/84e9df	10521449	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 09:04:01.323	28.1s	25s	98.4%	4.4 MB	18.5 MB	1.2 GB	1.2 GB
201	b2/45640d	10521450	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 09:04:01.496	28s	20s	95.2%	4.4 MB	18.5 MB	1.2 GB	1.2 GB
202	88/8067be	10521452	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 09:04:29.583	1m 36s	1m 28s	97.3%	106.5 MB	136.6 MB	3.5 GB	245.2 MB
203	97/246152	10521453	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 09:04:29.670	1m 36s	1m 30s	97.4%	115.2 MB	145.2 MB	3.6 GB	251.6 MB
53	b3/82d787	10518522	NFCORE_RNASEQ:RNASEQ:DUPRADAR (P7_LIVER_RNA_SMA_3_S3_L001)	COMPLETED	0	2023-08-27 04:57:05.765	4h 36m 17s	4h 35m 29s	58.8%	580.6 MB	867.2 MB	211 GB	113.3 GB
189	67/d486ae	10520806	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 08:10:58.512	1h 26m 9s	1h 20m 2s	36.4%	5.4 MB	211.4 MB	20 GB	299.5 KB
54	7f/f9d53c	10518521	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (P7_LIVER_RNA_SMA_3_S3_L001)	COMPLETED	0	2023-08-27 04:57:03.284	4h 40m 9s	4h 39m 20s	85.8%	18.5 GB	33.2 GB	198.9 GB	182.2 GB
204	3a/689c9a	10521733	NFCORE_RNASEQ:RNASEQ:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2023-08-27 09:37:14.315	1m 13s	727ms	18.6%	5.8 MB	16 MB	1011.9 KB	9.4 KB
199	b8/a42e86	10521417	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 09:01:20.489	53m 58s	53m 49s	100.1%	37.1 GB	37.6 GB	20 GB	329.1 KB
113	a1/1c60a9	10519201	NFCORE_RNASEQ:RNASEQ:DUPRADAR (LIVER_RNA_HET_2_S5_L001)	COMPLETED	0	2023-08-27 06:31:10.100	4h 5m 19s	4h 1m 42s	80.6%	590.7 MB	867.2 MB	270.2 GB	154.4 GB
129	52/63dd8a	10519379	NFCORE_RNASEQ:RNASEQ:DUPRADAR (P7_LIVER_RNA_HET_3_S6_L001)	COMPLETED	0	2023-08-27 07:05:55.521	3h 30m 59s	3h 29m 43s	82.3%	581.6 MB	878.4 MB	252.1 GB	136.4 GB
111	83/dc3885	10519199	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (LIVER_RNA_HET_2_S5_L001)	COMPLETED	0	2023-08-27 06:31:09.766	5h 28m 23s	5h 24m 44s	82.0%	17.3 GB	33.1 GB	221.9 GB	203.6 GB
146	f1/7d6512	10520646	NFCORE_RNASEQ:RNASEQ:DUPRADAR (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 07:47:40.363	4h 33m 27s	4h 33m 11s	82.2%	619 MB	870.6 MB	314.1 GB	186 GB
127	56/a98978	10519380	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (P7_LIVER_RNA_HET_3_S6_L001)	COMPLETED	0	2023-08-27 07:05:55.705	6h 45m 15s	6h 44m 4s	80.3%	17.7 GB	33.2 GB	243.7 GB	224.2 GB
160	9d/accf3e	10520765	NFCORE_RNASEQ:RNASEQ:DUPRADAR (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 08:03:52.902	5h 50m 53s	5h 48m 16s	79.2%	593.9 MB	867.2 MB	346.6 GB	207 GB
148	6a/51028e	10520645	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (LIVER_RNA_SMA_1_S1_L001)	COMPLETED	0	2023-08-27 07:47:40.236	6h 17m 56s	6h 17m 52s	76.2%	19.1 GB	33.2 GB	243.9 GB	224.8 GB
158	a9/c597d2	10520769	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (LIVER_RNA_HET_1_S4_L001)	COMPLETED	0	2023-08-27 08:03:53.719	6h 47m 44s	6h 45m 6s	74.3%	19.9 GB	33.2 GB	242.1 GB	221.5 GB
205	9d/bf8588	10526382	NFCORE_RNASEQ:RNASEQ:MULTIQC (1)	COMPLETED	0	2023-08-27 14:51:46.935	4m 41s	1m 41s	151.3%	440.8 MB	1.3 GB	89.1 GB	28.9 MB
